iteration,loss,particle,velocity,x,y
12,0.00382685,47,0.644201,-0.298155,-0.0204818
12,0.00382685,48,2.09831,-0.514952,0.0463794
12,0.00382685,49,2.02167,1.88799,0.098965
12,0.00382685,50,4.18555,-2.01961,-1.59115
12,0.00382685,51,0.821763,1.65719,-0.0394895
12,0.00382685,52,0.269774,-0.0214942,-0.53488
12,0.00382685,53,1.59587,1.67712,-0.824425
12,0.00382685,54,0.400313,-0.113669,0.870249
12,0.00382685,55,0.888014,-0.0528931,1.03854
12,0.00382685,56,0.070626,0.0228695,-0.0812627
12,0.00382685,57,0.534532,-0.0173024,0.111553
12,0.00382685,58,2.06251,-0.82186,-2.25457
12,0.00382685,59,1.3706,-0.181358,0.316632
12,0.00382685,60,1.30275,0.269778,-1.20825
12,0.00382685,61,0.302408,0.0757391,-0.0534414
12,0.00382685,62,1.0598,0.798146,0.623272
12,0.00382685,63,2.80606,0.603346,-0.382917
12,0.00382685,64,0.0259694,-0.0513854,0.0680367
12,0.00382685,65,0.456094,-0.128887,0.116663
12,0.00382685,66,1.66962,-0.319198,1.172
12,0.00382685,67,0.161105,0.0407315,0.0138493
12,0.00382685,68,0.395053,0.328693,0.247493
12,0.00382685,69,0.854713,-0.0938767,-0.264426
12,0.00382685,70,0.749174,1.02983,0.048553
12,0.00382685,71,0.164369,0.0656074,-0.0279179
12,0.00382685,72,1.92199,-0.240693,-1.7269
12,0.00382685,73,0.992145,-0.721899,0.0739736
12,0.00382685,74,2.00904,0.615436,1.0046
12,0.00382685,75,2.09906,-0.427129,0.0182892
12,0.00382685,76,0.185567,-0.109012,-0.396101
12,0.00382685,77,0.236964,-0.0627453,-0.0835954
12,0.00382685,78,0.501073,-2.4854,-0.87982
12,0.00382685,79,0.281835,-0.0294728,-0.0118996
12,0.00382685,80,3.07808,0.413095,-0.0316604
12,0.00382685,81,0.175012,0.11888,-0.0172478
12,0.00382685,82,1.32159,1.41092,0.313426
12,0.00382685,83,5.7745,0.0203605,4.62858
12,0.00382685,84,4.26616,0.0761716,2.82642
12,0.00382685,85,0.778061,-0.248336,0.433176
12,0.00382685,86,0.103362,0.0634869,-0.309819
12,0.00382685,87,2.39745,-0.571084,-1.60437
12,0.00382685,88,0.0460867,0.213928,0.0652516
12,0.00382685,89,1.46189,1.02462,-0.211931
12,0.00382685,90,0.675557,0.631592,0.0592041
12,0.00382685,91,0.0218066,3.12746e-05,0.0213688
12,0.00382685,92,1.3106,-0.0922776,-0.972106
12,0.00382685,93,0.388952,-0.139696,0.00620998
12,0.00382685,94,0.511806,-0.277296,-0.176786
12,0.00382685,95,0.565211,-0.000865493,0.251389
12,0.00382685,96,0.067569,-0.0144531,-0.0252874
12,0.00382685,97,0.634811,-0.201862,-0.113486
12,0.00382685,98,0.0133043,-0.00221155,0.302722
12,0.00382685,99,0.258109,-0.00843423,0.0891893
13,0.00382685,0,0.131158,0.030321,0.0156438
13,0.00382685,1,0.0560927,0.0631507,0.0056083
13,0.00382685,2,1.56769,-0.53282,1.61607
13,0.00382685,3,3.11292,-1.50765,-0.756397
13,0.00382685,4,0.164205,-0.0429431,-0.0850646
13,0.00382685,5,0.2487,-0.14372,0.115978
13,0.00382685,6,8.1867,-0.709249,4.70829
13,0.00382685,7,0.401885,0.0201877,0.186057
13,0.00382685,8,1.62011,-0.61529,0.0123652
13,0.00382685,9,0.483015,-0.552849,-0.38507
13,0.00382685,10,0.276822,0.0478019,-1.64561
13,0.00382685,11,0.85601,0.119557,1.53981
13,0.00382685,12,2.59802,-0.834105,-2.60235
13,0.00382685,13,2.006,1.66585,0.0401162
13,0.00382685,14,0.876554,0.336811,-0.148601
13,0.00382685,15,0.147026,-0.0428536,-0.0653709
13,0.00382685,16,0.993191,-0.0288633,-0.412265
13,0.00382685,17,1.62464,-1.12056,0.0543432
13,0.00382685,18,2.03177,-0.943167,1.82777
13,0.00382685,19,0.0371357,0.00012286,0.0666929
13,0.00382685,20,0.273602,0.533381,0.207087
13,0.00382685,21,0.333969,-0.746238,0.0915296
13,0.00382685,22,0.535873,-0.241358,-0.324388
13,0.00382685,23,2.15907,1.78139,-0.311418
13,0.00382685,24,0.572529,0.223988,-1.044
13,0.00382685,25,0.240251,-0.0167511,-1.37413
13,0.00382685,26,1.73884,-0.558047,-1.94375
13,0.00382685,27,0.406139,0.874776,-0.0392462
13,0.00382685,28,0.913375,-0.619123,-0.130943
13,0.00382685,29,0.13022,-0.246886,-0.0352872
13,0.00382685,30,0.643021,0.864891,0.356582
13,0.00382685,31,0.0955755,-0.0165353,0.0465657
13,0.00382685,32,0.661555,0.274704,-0.0331703
13,0.00382685,33,0.85733,-0.179746,-0.275596
13,0.00382685,34,1.8594,0.076754,-0.52656
13,0.00382685,35,0.205161,1.2163,0.00567095
13,0.00382685,36,0.534508,0.166334,0.157425
13,0.00382685,37,1.40227,0.364109,-0.029555
13,0.00382685,38,1.30554,-0.351622,0.562668
13,0.00382685,39,0.626292,0.495136,3.65917
13,0.00382685,40,0.735173,-0.434501,-0.0116449
13,0.00382685,41,4.32095,-0.349914,0.268899
13,0.00382685,42,0.167764,0.0695121,0.0332012
13,0.00382685,43,0.657908,-0.608685,0.0396609
13,0.00382685,44,2.47981,-0.478405,-0.531942
13,0.00382685,45,0.81565,-0.0192486,-0.346331
13,0.00382685,46,0.905693,-0.213839,1.03714
13,0.00382685,47,0.462501,0.163869,-0.0414833
13,0.00382685,48,0.407413,-0.922008,0.0634184
13,0.00382685,49,4.8761,-2.98591,-0.0478224
13,0.00382685,50,6.76889,4.64345,-0.398842
13,0.00382685,51,2.46237,-0.805159,-0.030046
13,0.00382685,52,0.0429918,-0.0275413,-0.492316
13,0.00382685,53,0.896284,1.39442,-1.67496
13,0.00382685,54,1.44125,-0.0342673,-0.568814
13,0.00382685,55,1.14307,-0.0186158,-0.104015
13,0.00382685,56,0.0671489,-0.0428043,-0.0952602
13,0.00382685,57,0.104999,0.0438056,0.196938
13,0.00382685,58,3.72728,-0.675551,1.46983
13,0.00382685,59,1.32281,1.08562,-0.0636181
13,0.00382685,60,0.385214,0.238333,-0.824321
13,0.00382685,61,0.128983,0.0125596,-0.165891
13,0.00382685,62,3.44849,-2.64976,0.559452
13,0.00382685,63,0.207327,0.676258,-0.188834
13,0.00382685,64,0.0528895,-0.051638,0.0151479
13,0.00382685,65,0.953386,0.108413,1.04004
13,0.00382685,66,2.87548,1.93119,-0.618019
13,0.00382685,67,0.0660159,-0.0134569,0.0515548
13,0.00382685,68,0.908456,0.645597,1.09888
13,0.00382685,69,1.49734,-1.19813,0.74684
13,0.00382685,70,1.58345,-0.552425,-0.0129462
13,0.00382685,71,0.0330831,0.0629776,-0.0608962
13,0.00382685,72,1.14423,-0.0100524,-0.606155
13,0.00382685,73,1.44204,0.694381,-0.197372
13,0.00382685,74,2.1948,-1.05078,-0.423991
13,0.00382685,75,1.48815,1.05943,-0.0505937
13,0.00382685,76,0.445048,-0.130369,0.0484342
13,0.00382685,77,0.0731553,0.000130899,-0.0462019
13,0.00382685,78,2.04786,-0.437555,-0.873054
13,0.00382685,79,0.114347,0.0434031,-0.100016
13,0.00382685,80,1.675,-0.783037,1.1409
13,0.00382685,81,0.0489588,0.110266,-0.0654429
13,0.00382685,82,1.4693,1.38184,-1.15559
13,0.00382685,83,6.63335,-0.196021,-2.00124
13,0.00382685,84,4.52384,0.0571331,-1.69739
13,0.00382685,85,0.452921,-0.6358,0.198635
13,0.00382685,86,0.678754,0.0311112,-0.9878
13,0.00382685,87,1.62848,-1.00923,-0.0359353
13,0.00382685,88,0.4315,-0.217536,0.0596295
13,0.00382685,89,0.924425,0.104651,-0.302576
13,0.00382685,90,0.492718,0.174856,-0.125628
13,0.00382685,91,0.0374811,-0.00847206,-0.015135
13,0.00382685,92,0.403901,-0.0908081,-1.376
13,0.00382685,93,0.19398,0.0542787,0.0046979
13,0.00382685,94,2.14347,1.86595,-0.145625
13,0.00382685,95,0.550515,0.0389982,-0.297681
13,0.00382685,96,0.0424739,-0.0260887,0.0155617
13,0.00382685,97,0.217297,-0.00282307,-0.0263009
13,0.00382685,98,0.22143,-0.00415813,0.524144
13,0.00382685,99,0.0466896,0.0158112,0.12909
14,0.00382685,0,0.0521272,0.0115656,0.06428
14,0.00382685,1,0.0426486,0.0215458,0.0149856
14,0.00382685,2,1.73474,-0.413882,-0.114583
14,0.00382685,3,1.957,0.181649,0.231598
14,0.00382685,4,0.231121,0.120807,0.0780387
14,0.00382685,5,0.152811,-0.0535837,-0.00741803
14,0.00382685,6,6.22735,3.19696,-0.141598
14,0.00382685,7,0.333684,0.00400441,-0.147234
14,0.00382685,8,0.04542,-0.61691,-0.0330259
14,0.00382685,9,0.313773,-0.251256,-0.298497
14,0.00382685,10,1.44344,0.0611966,-0.202231
14,0.00382685,11,1.55374,-1.31199,0.935833
14,0.00382685,12,2.10211,-0.222782,-0.591092
14,0.00382685,13,0.110954,1.7317,-0.0491863
14,0.00382685,14,0.0977266,0.377075,-0.0595541
14,0.00382685,15,0.137831,-0.0489669,0.0723243
14,0.00382685,16,0.850412,-0.0265694,-1.26267
14,0.00382685,17,0.170029,-0.950529,0.0542836
14,0.00382685,18,1.30557,-0.60008,0.568085
14,0.00382685,19,0.0646987,-0.0450109,0.020337
14,0.00382685,20,0.431721,0.75288,-0.164669
14,0.00382685,21,0.763475,0.0171,0.0770563
14,0.00382685,22,0.428098,-0.155122,0.0949343
14,0.00382685,23,2.10785,0.0219434,0.849347
14,0.00382685,24,1.78302,-0.0148791,0.722952
14,0.00382685,25,2.60146,-0.105795,1.22581
14,0.00382685,26,2.76529,-0.562546,0.821534
14,0.00382685,27,1.27705,-0.401383,0.00835651
14,0.00382685,28,0.210504,-0.48244,0.0291496
14,0.00382685,29,0.62174,0.3744,-0.0115482
14,0.00382685,30,2.28171,-1.3761,-0.0725541
14,0.00382685,31,0.100344,0.00708369,-0.0509588
14,0.00382685,32,0.39613,0.670806,-0.0379001
14,0.00382685,33,0.842555,0.267521,0.438442
14,0.00382685,34,2.16304,-0.561273,1.54024
14,0.00382685,35,1.73486,-0.517914,-0.041954
14,0.00382685,36,0.234828,0.0380734,0.354132
14,0.00382685,37,2.15655,-1.78589,0.138373
14,0.00382685,38,2.4812,1.9763,1.42123
14,0.00382685,39,1.90178,0.23179,1.77571
14,0.00382685,40,0.477304,0.0427603,-0.0180611
14,0.00382685,41,1.72178,1.36236,0.088178
14,0.00382685,42,0.109536,-0.0398645,0.039112
14,0.00382685,43,1.59001,0.979749,-0.0310376
14,0.00382685,44,2.00727,0.0207436,1.41227
14,0.00382685,45,0.707775,-0.0266145,0.361406
14,0.00382685,46,1.76197,-0.383971,-0.716596
14,0.00382685,47,0.160656,0.003282,-0.0367587
14,0.00382685,48,0.0917364,-0.980871,-0.00694283
14,0.00382685,49,6.33906,3.35054,0.134048
14,0.00382685,50,6.34898,2.53181,1.21279
14,0.00382685,51,3.62279,2.81725,-0.082436
14,0.00382685,52,0.209557,-0.00195353,-0.284327
14,0.00382685,53,1.00928,1.35073,-0.666627
14,0.00382685,54,0.201375,-0.0595276,-0.768599
14,0.00382685,55,1.68961,-0.0177105,1.58559
14,0.00382685,56,0.148069,0.0667522,0.0043475
14,0.00382685,57,0.0919752,-0.0287822,0.140454
14,0.00382685,58,5.03956,-0.116388,-3.53861
14,0.00382685,59,0.544052,0.576942,0.129359
14,0.00382685,60,0.305499,-0.0622365,-0.769665
14,0.00382685,61,0.246865,0.0536154,0.0775356
14,0.00382685,62,0.125786,-2.76995,0.596552
14,0.00382685,63,2.21307,-1.20528,-1.35396
14,0.00382685,64,0.0405683,-0.0338918,-0.0213331
14,0.00382685,65,0.20268,0.176553,1.23093
14,0.00382685,66,1.44337,1.40999,0.727961
14,0.00382685,67,0.104861,-0.00558991,-0.0530102
14,0.00382685,68,1.38392,0.950161,-0.251113
14,0.00382685,69,1.7336,0.524251,0.549904
14,0.00382685,70,1.02539,0.472657,0.012271
14,0.00382685,71,0.0950754,0.027501,0.0273123
14,0.00382685,72,0.28487,0.139319,-0.363587
14,0.00382685,73,2.31821,-1.62035,-0.0704279
14,0.00382685,74,2.24224,0.548035,1.14808
14,0.00382685,75,1.23012,-0.170072,-0.0115552
14,0.00382685,76,0.238508,0.0734604,0.172288
14,0.00382685,77,0.101561,0.01786,0.0537999
14,0.00382685,78,2.60596,-2.55566,0.645059
14,0.00382685,79,0.0728847,0.0531194,-0.0277815
14,0.00382685,80,0.746623,-1.52879,1.10485
14,0.00382685,81,0.108981,0.090898,0.0418034
14,0.00382685,82,3.11569,-1.10291,0.724188
14,0.00382685,83,1.05244,0.0755029,-0.984436
14,0.00382685,84,2.62276,0.0563349,0.925369
14,0.00382685,85,0.302871,-0.704553,-0.0963289
14,0.00382685,86,0.929523,-0.0252609,-0.0599884
14,0.00382685,87,1.45464,0.313271,0.569832
14,0.00382685,88,0.547007,0.328845,0.0334738
14,0.00382685,89,0.608519,-0.333994,0.11919
14,0.00382685,90,0.231295,-0.0558785,-0.109534
14,0.00382685,91,0.0120858,-0.0038307,-0.0262941
14,0.00382685,92,1.76129,-0.0238383,0.384013
14,0.00382685,93,0.0393381,0.0149704,0.00316722
14,0.00382685,94,1.03432,0.838241,-0.028838
14,0.00382685,95,0.185988,0.117899,-0.129259
14,0.00382685,96,0.0302074,0.00408792,0.0169246
14,0.00382685,97,0.0822874,0.0720142,0.00791303
14,0.00382685,98,0.223771,-0.000365118,0.747883
14,0.00382685,99,0.150618,0.0221342,-0.0213952
15,0.00382685,0,0.0898252,0.0217487,-0.0249661
15,0.00382685,1,0.0468222,-0.0230611,0.000753732
15,0.00382685,2,0.825593,-0.2454,0.693635
15,0.00382685,3,1.73255,1.87522,-0.133876
15,0.00382685,4,0.225799,-0.0803302,-0.0245712
15,0.00382685,5,0.0637867,0.00184473,-0.0389843
15,0.00382685,6,2.1884,1.53465,-1.56491
15,0.00382685,7,0.371896,-0.0102088,0.22439
15,0.00382685,8,2.02265,1.40571,-0.0217652
15,0.00382685,9,0.449582,-0.105822,0.126912
15,0.00382685,10,2.57437,-0.0923082,-2.77202
15,0.00382685,11,1.0844,-0.385363,0.372545
15,0.00382685,12,1.36067,-1.58195,-0.654923
15,0.00382685,13,1.24745,0.487185,0.0363744
15,0.00382685,14,0.149558,0.229035,-0.0808143
15,0.00382685,15,0.236248,0.17425,-0.00505608
15,0.00382685,16,0.603687,0.0545945,-0.664468
15,0.00382685,17,0.611162,-0.339506,0.0412887
15,0.00382685,18,0.906025,-1.18383,-0.124817
15,0.00382685,19,0.0702699,0.0220585,-0.000628167
15,0.00382685,20,0.277735,0.88309,0.0806511
15,0.00382685,21,0.272142,0.285895,0.0345058
15,0.00382685,22,2.20978,0.0213496,-2.10779
15,0.00382685,23,0.195471,0.175879,0.969816
15,0.00382685,24,2.84637,0.204376,-2.11496
15,0.00382685,25,0.599444,0.024656,1.81089
15,0.00382685,26,3.44544,0.32044,-2.50884
15,0.00382685,27,2.21501,1.81354,-0.0116875
15,0.00382685,28,0.520739,-0.961889,0.23237
15,0.00382685,29,0.396708,-0.021952,0.00524985
15,0.00382685,30,0.994225,-0.393231,0.0772895
15,0.00382685,31,0.0376231,-0.0117174,-0.0183703
15,0.00382685,32,0.129938,0.800354,-0.0479659
15,0.00382685,33,1.06132,1.283,0.129875
15,0.00382685,34,1.83658,-0.45598,-0.293316
15,0.00382685,35,3.22565,2.70722,0.0152541
15,0.00382685,36,0.48428,0.0455131,-0.130091
15,0.00382685,37,0.393629,-1.40295,0.0472758
15,0.00382685,38,2.16225,1.86315,-0.738057
15,0.00382685,39,2.40491,-0.0805739,-0.608831
15,0.00382685,40,0.131594,0.171414,0.00960299
15,0.00382685,41,0.802148,2.15994,0.00275572
15,0.00382685,42,0.0665166,0.000639105,-0.0136508
15,0.00382685,43,1.22332,-0.242679,0.0157829
15,0.00382685,44,2.22194,-1.49613,-0.211333
15,0.00382685,45,0.332091,-0.0339999,0.0293973
15,0.00382685,46,2.42603,0.305165,1.60949
15,0.00382685,47,0.0794671,-0.0595108,0.0119452
15,0.00382685,48,0.755684,-0.225389,-0.0243751
15,0.00382685,49,5.37244,-2.02073,0.0220159
15,0.00382685,50,1.92609,0.983785,2.35884
15,0.00382685,51,2.01114,0.808136,0.00778023
15,0.00382685,52,0.482631,-0.0865521,-0.759485
15,0.00382685,53,1.26667,0.996545,0.549516
15,0.00382685,54,1.80291,-0.0538066,1.03431
15,0.00382685,55,2.39992,0.00456308,-0.814226
15,0.00382685,56,0.0395477,0.0832321,0.0402979
15,0.00382685,57,0.259808,-0.0153876,-0.119009
15,0.00382685,58,2.30901,-0.415009,-1.24899
15,0.00382685,59,0.435931,1.00345,0.0391897
15,0.00382685,60,0.842587,-0.0747914,0.0728287
15,0.00382685,61,0.17602,0.0523052,-0.0984799
15,0.00382685,62,1.90843,-0.975222,-0.0523505
15,0.00382685,63,2.13732,-1.81107,0.695707
15,0.00382685,64,0.0235086,-0.014265,-0.0342731
15,0.00382685,65,1.29397,-0.175455,-0.0142406
15,0.00382685,66,0.946136,0.878152,-0.0545486
15,0.00382685,67,0.0126032,-0.000954118,-0.0412906
15,0.00382685,68,0.518932,0.805086,0.247128
15,0.00382685,69,0.756598,0.587274,-0.204065
15,0.00382685,70,0.022309,0.491203,0.0246696
15,0.00382685,71,0.065103,-0.0349247,0.0457903
15,0.00382685,72,0.392492,0.0069481,-0.733084
15,0.00382685,73,1.0552,-0.601867,0.205512
15,0.00382685,74,0.592533,1.11302,1.32665
15,0.00382685,75,1.59521,1.4245,-0.0565844
15,0.00382685,76,0.437127,-0.218699,-0.152863
15,0.00382685,77,0.144351,-0.0295997,-0.0825256
15,0.00382685,78,6.0455,1.40986,0.580091
15,0.00382685,79,0.193179,-0.113026,0.0707761
15,0.00382685,80,2.57367,-0.0939262,-1.03173
15,0.00382685,81,0.109779,-0.0140794,0.00969213
15,0.00382685,82,4.40253,2.465,-1.85503
15,0.00382685,83,2.18986,0.0717828,1.20542
15,0.00382685,84,0.297496,0.013364,1.21974
15,0.00382685,85,0.193249,-0.530521,-0.0123154
15,0.00382685,86,0.466563,-0.0287671,0.406561
15,0.00382685,87,1.01826,0.42303,-0.442497
15,0.00382685,88,0.2258,0.108185,-0.0144326
15,0.00382685,89,0.372699,-0.173127,-0.217004
15,0.00382685,90,0.0136718,-0.0654591,-0.0997807
15,0.00382685,91,0.0294358,-0.0100304,0.00248138
15,0.00382685,92,0.439096,-0.0315076,-0.055016
15,0.00382685,93,0.040208,-0.025209,0.00165354
15,0.00382685,94,1.08454,-0.24512,0.0218206
15,0.00382685,95,0.167363,-0.021221,-0.0362218
15,0.00382685,96,0.0149013,0.0128431,0.00486662
15,0.00382685,97,0.049921,0.0557105,-0.0392706
15,0.00382685,98,0.428337,-0.00497426,1.1762
15,0.00382685,99,0.0510689,-0.00452923,-0.0649507
16,0.00382685,0,0.0291099,0.0230833,-0.0540453
16,0.00382685,1,0.0186136,-0.00470331,-0.00232168
16,0.00382685,2,0.381699,-0.566814,0.487754
16,0.00382685,3,0.103067,1.93687,-0.0512857
16,0.00382685,4,0.173769,0.0808449,0.0403781
16,0.00382685,5,0.064804,0.0163785,0.0241689
16,0.00382685,6,0.639735,-0.635714,-4.96307
16,0.00382685,7,0.392629,-0.00331718,-0.168178
16,0.00382685,8,1.95643,-0.545449,-0.165284
16,0.00382685,9,0.982992,-0.887913,-0.468576
16,0.00382685,10,4.56547,-0.1427,1.79318
16,0.00382685,11,0.640789,-0.095886,-0.199132
16,0.00382685,12,2.49362,0.898645,-0.909427
16,0.00382685,13,0.483813,0.0208501,-0.0924914
16,0.00382685,14,0.370637,0.598613,-0.0528192
16,0.00382685,15,0.139236,0.0350493,-0.00822981
16,0.00382685,16,0.875465,-0.00715322,0.208817
16,0.00382685,17,0.196492,-0.535998,0.0408875
16,0.00382685,18,2.30142,0.0291323,1.831
16,0.00382685,19,0.023852,-0.000782564,-0.00749841
16,0.00382685,20,0.925469,-0.0407958,0.134769
16,0.00382685,21,0.388244,-0.101262,0.00546596
16,0.00382685,22,3.3267,0.00581767,1.21887
16,0.00382685,23,0.243401,0.400421,1.06376
16,0.00382685,24,1.84004,-0.076103,-0.296431
16,0.00382685,25,5.40485,-0.119621,-3.59204
16,0.00382685,26,2.10834,-1.77622,-2.28728
16,0.00382685,27,0.574611,1.23904,-0.000403664
16,0.00382685,28,0.687614,-0.380594,-0.134932
16,0.00382685,29,0.147013,-0.168896,0.00975717
16,0.00382685,30,0.696858,-0.0411383,0.678656
16,0.00382685,31,0.0217872,-0.0175101,0.00263271
16,0.00382685,32,0.694562,0.108409,0.012271
16,0.00382685,33,0.67759,0.99499,-0.483459
16,0.00382685,34,0.847116,0.279895,0.126319
16,0.00382685,35,3.84473,-1.1375,0.0105884
16,0.00382685,36,0.0798959,-0.00813951,-0.0708898
16,0.00382685,37,1.09085,-0.318017,-0.0662117
16,0.00382685,38,3.04526,-0.866765,0.611468
16,0.00382685,39,2.29676,1.7602,-1.98239
16,0.00382685,40,0.21938,-0.0472209,-0.00846187
16,0.00382685,41,0.209337,1.95318,-0.0299408
16,0.00382685,42,0.00763257,0.00826889,-0.0134448
16,0.00382685,43,0.155501,-0.397193,-0.00170123
16,0.00382685,44,1.73324,0.157152,-0.731687
16,0.00382685,45,0.150192,2.95688e-05,-0.116889
16,0.00382685,46,1.2823,-0.336506,0.499289
16,0.00382685,47,0.193695,0.126993,-0.0403447
16,0.00382685,48,0.0986509,-0.131662,0.0064023
16,0.00382685,49,0.0717855,-2.05651,-0.0402157
16,0.00382685,50,3.10712,0.17249,-0.64049
16,0.00382685,51,0.711552,0.0990233,-0.0510897
16,0.00382685,52,0.713754,-0.00548733,-0.0503496
16,0.00382685,53,4.66129,-0.0798603,-3.98579
16,0.00382685,54,0.469446,-0.02313,0.565863
16,0.00382685,55,0.620592,-0.0398699,-0.195226
16,0.00382685,56,0.141848,-0.0340909,-0.0394274
16,0.00382685,57,0.520733,0.00601407,0.401284
16,0.00382685,58,1.65979,-0.17149,0.392834
16,0.00382685,59,1.45371,-0.448667,-0.0288848
16,0.00382685,60,0.272161,-0.0159335,0.338549
16,0.00382685,61,0.0522132,0.0103624,-0.129577
16,0.00382685,62,1.46832,0.474064,-0.287989
16,0.00382685,63,5.08939,3.19324,-0.231026
16,0.00382685,64,0.0383561,0.00721807,-0.00249784
16,0.00382685,65,0.54568,-0.23589,0.528082
16,0.00382685,66,0.544248,0.390491,-0.296193
16,0.00382685,67,0.121505,-0.00552785,0.0801285
16,0.00382685,68,1.32214,1.15641,1.52174
16,0.00382685,69,3.40128,-2.06812,1.9214
16,0.00382685,70,0.246603,0.737797,0.0267895
16,0.00382685,71,0.0392736,-0.0396498,0.00680195
16,0.00382685,72,0.133038,-0.0335821,-0.60637
16,0.00382685,73,0.700073,0.052752,-0.042634
16,0.00382685,74,1.98595,-0.0693473,-0.268973
16,0.00382685,75,0.944734,0.47977,-0.0596398
16,0.00382685,76,0.325537,-0.282841,0.166292
16,0.00382685,77,0.0798721,0.00998625,-0.0131534
16,0.00382685,78,5.3539,-3.78372,-0.720286
16,0.00382685,79,0.197091,0.0619064,-0.0200166
16,0.00382685,80,1.08356,0.514765,-0.135292
16,0.00382685,81,0.0456761,-0.0535751,-0.0132512
16,0.00382685,82,3.54018,1.54089,1.56241
16,0.00382685,83,4.00549,0.0204083,-2.79974
16,0.00382685,84,1.35888,0.00208781,-0.139088
16,0.00382685,85,0.689477,0.15534,0.058203
16,0.00382685,86,0.932784,-0.025614,-0.526217
16,0.00382685,87,0.978859,-0.289122,0.229073
16,0.00382685,88,0.221052,-0.112698,-0.00579638
16,0.00382685,89,0.545608,0.293211,0.0662233
16,0.00382685,90,0.0932539,0.0185942,-0.059391
16,0.00382685,91,0.0121579,-0.00529539,0.0136794
16,0.00382685,92,0.0708032,-0.0173497,-0.124389
16,0.00382685,93,0.0397618,0.0144895,0.00389464
16,0.00382685,94,1.19166,0.943201,-0.0673852
16,0.00382685,95,0.109524,-0.0539439,0.0682993
16,0.00382685,96,0.0103556,0.00497087,-0.00186139
16,0.00382685,97,0.146383,-0.0863256,-0.00386489
16,0.00382685,98,0.517772,0.000761001,0.658456
16,0.00382685,99,0.101281,0.0228256,0.0325666
17,0.00382685,0,0.0847802,0.00426357,0.0286197
17,0.00382685,1,0.00859217,0.00344277,0.000410872
17,0.00382685,2,0.0701322,-0.525428,0.431135
17,0.00382685,3,2.91695,-0.978904,0.0313891
17,0.00382685,4,0.0994233,-0.0177753,0.027767
17,0.00382685,5,0.0064106,0.00996796,0.024184
17,0.00382685,6,7.13401,0.0422269,2.13866
17,0.00382685,7,0.0363132,0.00146891,-0.132182
17,0.00382685,8,1.62807,1.06046,0.102428
17,0.00382685,9,0.593557,-0.641425,-1.00853
17,0.00382685,10,6.54269,0.13269,-4.74371
17,0.00382685,11,1.21473,-1.22196,0.256425
17,0.00382685,12,1.65166,0.162395,0.569055
17,0.00382685,13,0.238213,-0.094248,0.11607
17,0.00382685,14,0.118284,0.669658,0.0417523
17,0.00382685,15,0.101527,-0.066329,-0.00273989
17,0.00382685,16,2.79798,-0.0234936,-2.58911
17,0.00382685,17,0.0707792,-0.586735,-0.00846272
17,0.00382685,18,1.67128,0.0483643,0.159828
17,0.00382685,19,0.0107163,-0.0106647,-0.00335329
17,0.00382685,20,1.0303,0.979971,-0.00507278
17,0.00382685,21,0.0791315,-0.155859,0.0627452
17,0.00382685,22,4.83995,-0.129439,-3.61919
17,0.00382685,23,0.668253,0.274196,0.407533
17,0.00382685,24,0.718159,0.264339,0.335908
17,0.00382685,25,2.38541,0.0675186,-1.21398
17,0.00382685,26,4.00386,0.703291,0.856438
17,0.00382685,27,1.39498,-0.155938,0.00382271
17,0.00382685,28,1.07519,-1.39768,0.21375
17,0.00382685,29,0.218996,0.0499736,0.00232129
17,0.00382685,30,0.203762,-0.0459428,0.882361
17,0.00382685,31,0.00826496,-0.01967,0.0106104
17,0.00382685,32,0.421048,-0.312579,0.0193833
17,0.00382685,33,1.7985,-0.587933,0.37034
17,0.00382685,34,0.53652,-0.00609575,0.58026
17,0.00382685,35,4.11171,2.97277,-0.0983933
17,0.00382685,36,0.0482651,-0.0220942,-0.0246861
17,0.00382685,37,0.344046,-0.121036,0.215863
17,0.00382685,38,1.48778,-0.278321,1.97793
17,0.00382685,39,0.920224,1.01374,-2.52055
17,0.00382685,40,0.0302956,-0.0765302,-0.0161289
17,0.00382685,41,2.10886,-0.155564,-0.00771722
17,0.00382685,42,0.00354636,0.0105627,-0.0107402
17,0.00382685,43,0.760876,0.363683,-0.00209829
17,0.00382685,44,1.02242,-0.0282669,0.27378
17,0.00382685,45,0.186263,0.0100435,0.0691048
17,0.00382685,46,0.65091,-0.497593,-0.131373
17,0.00382685,47,0.389039,-0.260585,-0.00665591
17,0.00382685,48,0.749099,-0.880635,-0.00733654
17,0.00382685,49,0.614242,-1.45811,0.0983789
17,0.00382685,50,0.7192,-0.31354,-1.17061
17,0.00382685,51,0.30586,-0.204301,-0.0117847
17,0.00382685,52,0.333219,0.0272411,0.281258
17,0.00382685,53,0.826142,-0.453597,-4.72256
17,0.00382685,54,0.204811,-0.0386964,0.770081
17,0.00382685,55,0.526233,-0.00835234,0.330062
17,0.00382685,56,0.0115034,-0.022881,-0.0368455
17,0.00382685,57,0.812521,-0.000611434,-0.41121
17,0.00382685,58,1.47454,-0.112773,-1.08054
17,0.00382685,59,0.266188,-0.191739,0.0407122
17,0.00382685,60,0.0715385,-0.0150467,0.267016
17,0.00382685,61,0.222158,0.0666428,0.0853342
17,0.00382685,62,0.839575,-0.185038,0.232079
17,0.00382685,63,6.6267,-3.40034,-0.89279
17,0.00382685,64,0.0199061,0.0066118,0.017399
